x-axis,1,2
second,Volt,Volt
+5.080000E+00,,
+5.083900E+00,+4.865745E+00,+4.878141E+00
+5.087800E+00,+4.867420E+00,+3.754188E+00
+5.091700E+00,+4.865745E+00,+4.819514E+00
+5.095600E+00,+4.814657E+00,+4.878141E+00
+5.099500E+00,+4.865745E+00,+4.878141E+00
+5.103400E+00,+4.867420E+00,+4.797739E+00
+5.107300E+00,+4.876633E+00,+4.797739E+00
+5.111200E+00,+4.867420E+00,+4.834590E+00
+5.115100E+00,+4.836432E+00,+4.878141E+00
+5.119000E+00,+4.845645E+00,+4.878141E+00
+5.122900E+00,+4.865745E+00,+4.797739E+00
+5.126800E+00,+4.836432E+00,+4.816164E+00
+5.130700E+00,+4.847320E+00,+4.797739E+00
+5.134600E+00,+4.845645E+00,+4.878141E+00
+5.138500E+00,+4.836432E+00,+4.797739E+00
+5.142400E+00,+4.867420E+00,+4.878141E+00
+5.146300E+00,+4.876633E+00,+4.797739E+00
+5.150200E+00,+4.876633E+00,+4.940117E+00
+5.154100E+00,+4.858208E+00,+4.878141E+00
+5.158000E+00,+4.876633E+00,+4.878141E+00
+5.161900E+00,+4.847320E+00,+3.593384E+00
+5.165800E+00,+4.836432E+00,+4.878141E+00
+5.169700E+00,+4.876633E+00,+4.878141E+00
+5.173600E+00,+4.867420E+00,+4.940117E+00
+5.177500E+00,+4.836432E+00,+4.878141E+00
+5.181400E+00,+4.836432E+00,+4.878141E+00
+5.185300E+00,+4.865745E+00,+4.856365E+00
+5.189200E+00,+4.907621E+00,+4.859715E+00
+5.193100E+00,+4.876633E+00,+4.797739E+00
+5.197000E+00,+4.876633E+00,+4.797739E+00
+5.200900E+00,+4.836432E+00,+4.878141E+00
+5.204800E+00,+4.867420E+00,+4.940117E+00
+5.208700E+00,+4.847320E+00,+4.797739E+00
+5.212600E+00,+4.845645E+00,+4.816164E+00
+5.216500E+00,+4.865745E+00,+1.280151E+00
+5.220400E+00,+4.876633E+00,+4.878141E+00
+5.224300E+00,+4.847320E+00,+4.819514E+00
+5.228200E+00,+4.867420E+00,+4.878141E+00
+5.232100E+00,+4.836432E+00,+4.878141E+00
+5.236000E+00,+4.845645E+00,+4.878141E+00
+5.239900E+00,+4.865745E+00,+4.878141E+00
+5.243800E+00,+4.845645E+00,+4.878141E+00
+5.247700E+00,+4.876633E+00,+4.878141E+00
+5.251600E+00,+4.867420E+00,+4.878141E+00
+5.255500E+00,+4.836432E+00,+4.878141E+00
+5.259400E+00,+4.836432E+00,+4.878141E+00
+5.263300E+00,+4.847320E+00,+4.878141E+00
+5.267200E+00,+4.876633E+00,+4.797739E+00
+5.271100E+00,+4.836432E+00,+4.819514E+00
+5.275000E+00,+4.867420E+00,+4.816164E+00
+5.278900E+00,+4.847320E+00,+4.819514E+00
+5.282800E+00,+4.876633E+00,+4.878141E+00
+5.286700E+00,+4.865745E+00,+4.878141E+00
+5.290600E+00,+4.845645E+00,+1.159548E+00
+5.294500E+00,+4.865745E+00,+4.878141E+00
+5.298400E+00,+4.867420E+00,+4.878141E+00
+5.302300E+00,+4.876633E+00,+4.856365E+00
+5.306200E+00,+4.845645E+00,+4.816164E+00
+5.310100E+00,+4.876633E+00,+4.878141E+00
+5.314000E+00,+4.836432E+00,+4.859715E+00
+5.317900E+00,+4.836432E+00,+4.921692E+00
+5.321800E+00,+4.845645E+00,+4.816164E+00
+5.325700E+00,+4.876633E+00,+4.958543E+00
+5.329600E+00,+4.845645E+00,+4.816164E+00
+5.333500E+00,+4.865745E+00,+4.878141E+00
+5.337400E+00,+4.845645E+00,+4.896566E+00
+5.341300E+00,+4.858208E+00,+4.899916E+00
+5.345200E+00,+4.867420E+00,+3.710636E+00
+5.349100E+00,+4.905946E+00,+4.878141E+00
+5.353000E+00,+4.867420E+00,+4.896566E+00
+5.356900E+00,+4.847320E+00,+4.936767E+00
+5.360800E+00,+4.845645E+00,+4.859715E+00
+5.364700E+00,+4.876633E+00,+4.878141E+00
+5.368600E+00,+4.867420E+00,+4.940117E+00
+5.372500E+00,+4.876633E+00,+4.878141E+00
+5.376400E+00,+4.867420E+00,+4.834590E+00
+5.380300E+00,+4.865745E+00,+4.856365E+00
+5.384200E+00,+4.876633E+00,+4.878141E+00
+5.388100E+00,+4.865745E+00,+4.878141E+00
+5.392000E+00,+4.876633E+00,+4.878141E+00
+5.395900E+00,+4.865745E+00,+4.878141E+00
+5.399800E+00,+4.845645E+00,+4.878141E+00
+5.403700E+00,+4.865745E+00,+4.819514E+00
+5.407600E+00,+4.876633E+00,+4.940117E+00
+5.411500E+00,+4.836432E+00,+4.899916E+00
+5.415400E+00,+4.845645E+00,+4.878141E+00
+5.419300E+00,+4.847320E+00,+54.020E-03
+5.423200E+00,+4.836432E+00,+4.878141E+00
+5.427100E+00,+4.847320E+00,+4.739112E+00
+5.431000E+00,+4.876633E+00,+4.878141E+00
+5.434900E+00,+4.876633E+00,+4.936767E+00
+5.438800E+00,+4.867420E+00,+4.797739E+00
+5.442700E+00,+4.847320E+00,+4.819514E+00
+5.446600E+00,+4.836432E+00,+4.878141E+00
+5.450500E+00,+4.836432E+00,+4.819514E+00
+5.454400E+00,+4.876633E+00,+4.878141E+00
+5.458300E+00,+4.836432E+00,+4.878141E+00
+5.462200E+00,+4.876633E+00,+4.859715E+00
+5.466100E+00,+4.876633E+00,+4.797739E+00
+5.470000E+00,+4.814657E+00,+4.754188E+00
+5.473900E+00,+4.865745E+00,+4.878141E+00
+5.477800E+00,+4.845645E+00,+4.859715E+00
+5.481700E+00,+4.876633E+00,+4.819514E+00
+5.485600E+00,+4.836432E+00,+4.878141E+00
+5.489500E+00,+4.876633E+00,+4.878141E+00
+5.493400E+00,+4.845645E+00,+4.742462E+00
+5.497300E+00,+4.876633E+00,+4.878141E+00
+5.501200E+00,+4.898409E+00,+4.859715E+00
+5.505100E+00,+4.836432E+00,+4.878141E+00
+5.509000E+00,+4.867420E+00,+4.754188E+00
+5.512900E+00,+4.847320E+00,+4.819514E+00
+5.516800E+00,+4.845645E+00,+4.940117E+00
+5.520700E+00,+4.876633E+00,+4.878141E+00
+5.524600E+00,+4.867420E+00,+4.940117E+00
+5.528500E+00,+4.847320E+00,+4.878141E+00
+5.532400E+00,+4.876633E+00,+4.878141E+00
+5.536300E+00,+4.836432E+00,+4.899916E+00
+5.540200E+00,+4.867420E+00,+4.921692E+00
+5.544100E+00,+4.818007E+00,+4.819514E+00
+5.548000E+00,+4.876633E+00,+54.020E-03
+5.551900E+00,+4.847320E+00,+4.936767E+00
+5.555800E+00,+4.876633E+00,+4.834590E+00
+5.559700E+00,+4.865745E+00,+4.819514E+00
+5.563600E+00,+4.836432E+00,+4.859715E+00
+5.567500E+00,+4.865745E+00,+4.936767E+00
+5.571400E+00,+4.845645E+00,+4.896566E+00
+5.575300E+00,+4.847320E+00,+4.936767E+00
+5.579200E+00,+4.836432E+00,+4.816164E+00
+5.583100E+00,+4.865745E+00,+4.878141E+00
+5.587000E+00,+4.836432E+00,+4.816164E+00
+5.590900E+00,+4.818007E+00,+4.878141E+00
+5.594800E+00,+4.836432E+00,+4.878141E+00
+5.598700E+00,+4.836432E+00,+4.878141E+00
+5.602600E+00,+4.827219E+00,+4.816164E+00
+5.606500E+00,+4.865745E+00,+4.819514E+00
+5.610400E+00,+4.845645E+00,+4.940117E+00
+5.614300E+00,+4.836432E+00,+4.856365E+00
+5.618200E+00,+4.845645E+00,+4.816164E+00
+5.622100E+00,+4.865745E+00,+4.914992E+00
+5.626000E+00,+4.876633E+00,+4.878141E+00
+5.629900E+00,+4.836432E+00,+4.878141E+00
+5.633800E+00,+4.836432E+00,+4.878141E+00
+5.637700E+00,+4.876633E+00,+4.856365E+00
+5.641600E+00,+4.836432E+00,+4.878141E+00
+5.645500E+00,+4.836432E+00,+4.819514E+00
+5.649400E+00,+4.858208E+00,+4.878141E+00
+5.653300E+00,+4.847320E+00,+4.878141E+00
+5.657200E+00,+4.836432E+00,+4.878141E+00
+5.661100E+00,+4.876633E+00,+4.878141E+00
+5.665000E+00,+4.836432E+00,+4.940117E+00
+5.668900E+00,+4.876633E+00,+4.878141E+00
+5.672800E+00,+4.845645E+00,+4.921692E+00
+5.676700E+00,+4.836432E+00,+4.878141E+00
+5.680600E+00,+4.876633E+00,+4.816164E+00
+5.684500E+00,+4.836432E+00,+4.899916E+00
+5.688400E+00,+4.827219E+00,+4.797739E+00
+5.692300E+00,+4.858208E+00,+4.936767E+00
+5.696200E+00,+4.867420E+00,+4.834590E+00
+5.700100E+00,+4.836432E+00,+4.958543E+00
+5.704000E+00,+4.836432E+00,+4.878141E+00
+5.707900E+00,+4.847320E+00,+4.878141E+00
+5.711800E+00,+4.876633E+00,+4.816164E+00
+5.715700E+00,+4.807119E+00,+4.878141E+00
+5.719600E+00,+4.876633E+00,+4.921692E+00
+5.723500E+00,+4.876633E+00,+4.856365E+00
+5.727400E+00,+4.845645E+00,+4.878141E+00
+5.731300E+00,+4.836432E+00,+4.797739E+00
+5.735200E+00,+4.845645E+00,+4.878141E+00
+5.739100E+00,+4.847320E+00,+4.878141E+00
+5.743000E+00,+4.867420E+00,+4.878141E+00
+5.746900E+00,+4.876633E+00,+4.878141E+00
+5.750800E+00,+4.867420E+00,+3.791038E+00
+5.754700E+00,+4.836432E+00,+4.834590E+00
+5.758600E+00,+4.845645E+00,+4.878141E+00
+5.762500E+00,+4.836432E+00,+4.819514E+00
+5.766400E+00,+4.867420E+00,+4.878141E+00
+5.770300E+00,+4.818007E+00,+3.571608E+00
+5.774200E+00,+4.867420E+00,+4.940117E+00
+5.778100E+00,+4.847320E+00,+4.914992E+00
+5.782000E+00,+4.867420E+00,+4.859715E+00
+5.785900E+00,+4.865745E+00,+4.856365E+00
+5.789800E+00,+4.876633E+00,+4.878141E+00
+5.793700E+00,+4.847320E+00,+4.878141E+00
+5.797600E+00,+4.867420E+00,+4.878141E+00
+5.801500E+00,+4.847320E+00,+4.878141E+00
+5.805400E+00,+4.867420E+00,+4.878141E+00
+5.809300E+00,+4.854858E+00,+4.878141E+00
+5.813200E+00,+4.876633E+00,+4.896566E+00
+5.817100E+00,+4.865745E+00,+4.819514E+00
+5.821000E+00,+4.836432E+00,+4.859715E+00
+5.824900E+00,+4.865745E+00,+1.397404E+00
+5.828800E+00,+4.867420E+00,+4.878141E+00
+5.832700E+00,+4.865745E+00,+4.878141E+00
+5.836600E+00,+4.876633E+00,+4.878141E+00
+5.840500E+00,+4.905946E+00,+4.819514E+00
+5.844400E+00,+4.876633E+00,+4.797739E+00
+5.848300E+00,+4.836432E+00,+4.899916E+00
+5.852200E+00,+4.867420E+00,+4.878141E+00
+5.856100E+00,+4.876633E+00,+4.878141E+00
+5.860000E+00,+4.845645E+00,+4.797739E+00
+5.863900E+00,+4.876633E+00,+4.878141E+00
+5.867800E+00,+4.876633E+00,+4.878141E+00
+5.871700E+00,+4.876633E+00,+4.878141E+00
+5.875600E+00,+4.867420E+00,+4.878141E+00
+5.879500E+00,+4.876633E+00,+4.856365E+00
+5.883400E+00,+4.836432E+00,+4.816164E+00
+5.887300E+00,+4.865745E+00,+4.936767E+00
+5.891200E+00,+4.867420E+00,+4.878141E+00
+5.895100E+00,+4.865745E+00,+4.819514E+00
+5.899000E+00,+4.836432E+00,+1.141122E+00
+5.902900E+00,+4.836432E+00,+4.878141E+00
+5.906800E+00,+4.845645E+00,+4.859715E+00
+5.910700E+00,+4.847320E+00,+4.936767E+00
+5.914600E+00,+4.836432E+00,+4.816164E+00
+5.918500E+00,+4.876633E+00,+4.819514E+00
+5.922400E+00,+4.867420E+00,+4.859715E+00
+5.926300E+00,+4.847320E+00,+4.936767E+00
+5.930200E+00,+4.876633E+00,+4.896566E+00
+5.934100E+00,+4.876633E+00,+4.856365E+00
+5.938000E+00,+4.876633E+00,+4.878141E+00
+5.941900E+00,+4.865745E+00,+4.878141E+00
+5.945800E+00,+4.836432E+00,+4.816164E+00
+5.949700E+00,+4.836432E+00,+4.819514E+00
+5.953600E+00,+4.836432E+00,+4.779313E+00
+5.957500E+00,+4.876633E+00,+4.856365E+00
+5.961400E+00,+4.836432E+00,+4.859715E+00
+5.965300E+00,+4.865745E+00,+4.878141E+00
+5.969200E+00,+4.876633E+00,+4.878141E+00
+5.973100E+00,+4.865745E+00,+1.360553E+00
+5.977000E+00,+4.867420E+00,+4.816164E+00
+5.980900E+00,+4.836432E+00,+4.819514E+00
+5.984800E+00,+4.845645E+00,+4.878141E+00
+5.988700E+00,+4.847320E+00,+4.878141E+00
+5.992600E+00,+4.876633E+00,+4.878141E+00
+5.996500E+00,+4.876633E+00,+4.878141E+00
+6.000400E+00,+4.836432E+00,+4.859715E+00
+6.004300E+00,+4.847320E+00,+4.819514E+00
+6.008200E+00,+4.867420E+00,+4.921692E+00
+6.012100E+00,+4.865745E+00,+4.841290E+00
+6.016000E+00,+4.867420E+00,+4.940117E+00
+6.019900E+00,+4.847320E+00,+4.878141E+00
+6.023800E+00,+4.836432E+00,+4.940117E+00
+6.027700E+00,+4.847320E+00,+4.856365E+00
+6.031600E+00,+4.867420E+00,+4.859715E+00
+6.035500E+00,+4.876633E+00,+4.819514E+00
+6.039400E+00,+4.876633E+00,+4.841290E+00
+6.043300E+00,+4.876633E+00,+4.878141E+00
+6.047200E+00,+4.876633E+00,+1.159548E+00
+6.051100E+00,+4.865745E+00,+4.878141E+00
+6.055000E+00,+4.845645E+00,+4.779313E+00
+6.058900E+00,+4.836432E+00,+4.797739E+00
+6.062800E+00,+4.836432E+00,+4.859715E+00
+6.066700E+00,+4.836432E+00,+4.914992E+00
+6.070600E+00,+4.836432E+00,+4.878141E+00
+6.074500E+00,+4.865745E+00,+4.936767E+00
+6.078400E+00,+4.845645E+00,+4.878141E+00
+6.082300E+00,+4.865745E+00,+4.878141E+00
+6.086200E+00,+4.845645E+00,+4.896566E+00
+6.090100E+00,+4.847320E+00,+4.878141E+00
+6.094000E+00,+4.867420E+00,+4.859715E+00
+6.097900E+00,+4.847320E+00,+4.856365E+00
+6.101800E+00,+4.867420E+00,+4.878141E+00
+6.105700E+00,+4.836432E+00,+4.797739E+00
+6.109600E+00,+4.876633E+00,+5.002094E+00
+6.113500E+00,+4.847320E+00,+4.856365E+00
+6.117400E+00,+4.836432E+00,+4.797739E+00
+6.121300E+00,+4.865745E+00,+4.856365E+00
+6.125200E+00,+4.845645E+00,+4.816164E+00
+6.129100E+00,+4.905946E+00,+4.878141E+00
+6.133000E+00,+4.876633E+00,+4.878141E+00
+6.136900E+00,+4.865745E+00,+4.878141E+00
+6.140800E+00,+4.836432E+00,+4.859715E+00
+6.144700E+00,+4.876633E+00,+4.819514E+00
+6.148600E+00,+4.845645E+00,+4.878141E+00
+6.152500E+00,+4.847320E+00,+4.819514E+00
+6.156400E+00,+4.836432E+00,+4.896566E+00
+6.160300E+00,+4.865745E+00,+4.819514E+00
+6.164200E+00,+4.836432E+00,+4.878141E+00
+6.168100E+00,+4.865745E+00,+4.899916E+00
+6.172000E+00,+4.836432E+00,+4.816164E+00
+6.175900E+00,+4.847320E+00,+4.856365E+00
+6.179800E+00,+4.876633E+00,+4.797739E+00
+6.183700E+00,+4.836432E+00,+4.878141E+00
+6.187600E+00,+4.845645E+00,+4.878141E+00
+6.191500E+00,+4.836432E+00,+4.819514E+00
+6.195400E+00,+4.876633E+00,+1.221524E+00
+6.199300E+00,+4.876633E+00,+4.878141E+00
+6.203200E+00,+4.845645E+00,+4.878141E+00
+6.207100E+00,+4.876633E+00,+4.914992E+00
+6.211000E+00,+4.836432E+00,+4.816164E+00
+6.214900E+00,+4.847320E+00,+4.797739E+00
+6.218800E+00,+4.845645E+00,+4.859715E+00
+6.222700E+00,+4.876633E+00,+4.819514E+00
+6.226600E+00,+4.845645E+00,+4.878141E+00
+6.230500E+00,+4.876633E+00,+4.914992E+00
+6.234400E+00,+4.836432E+00,+4.816164E+00
+6.238300E+00,+4.847320E+00,+4.856365E+00
+6.242200E+00,+4.845645E+00,+4.878141E+00
+6.246100E+00,+4.847320E+00,+4.878141E+00
+6.250000E+00,+4.845645E+00,+4.859715E+00
+6.253900E+00,+4.847320E+00,+4.878141E+00
+6.257800E+00,+4.845645E+00,+4.859715E+00
+6.261700E+00,+4.876633E+00,+4.878141E+00
+6.265600E+00,+4.845645E+00,+4.859715E+00
+6.269500E+00,+4.847320E+00,+1.440955E+00
+6.273400E+00,+4.836432E+00,+4.816164E+00
+6.277300E+00,+4.876633E+00,+4.936767E+00
+6.281200E+00,+4.876633E+00,+4.834590E+00
+6.285100E+00,+4.876633E+00,+4.936767E+00
+6.289000E+00,+4.876633E+00,+4.940117E+00
+6.292900E+00,+4.847320E+00,+4.797739E+00
+6.296800E+00,+4.836432E+00,+4.921692E+00
+6.300700E+00,+4.847320E+00,+4.797739E+00
+6.304600E+00,+4.876633E+00,+4.878141E+00
+6.308500E+00,+4.847320E+00,+4.819514E+00
+6.312400E+00,+4.876633E+00,+4.816164E+00
+6.316300E+00,+4.847320E+00,+4.899916E+00
+6.320200E+00,+4.836432E+00,+4.859715E+00
+6.324100E+00,+4.865745E+00,+4.899916E+00
+6.328000E+00,+4.876633E+00,+4.878141E+00
+6.331900E+00,+4.865745E+00,+4.856365E+00
+6.335800E+00,+4.876633E+00,+4.859715E+00
+6.339700E+00,+4.876633E+00,+4.878141E+00
+6.343600E+00,+4.845645E+00,+3.772613E+00
+6.347500E+00,+4.836432E+00,+4.856365E+00
+6.351400E+00,+4.845645E+00,+4.878141E+00
+6.355300E+00,+4.865745E+00,+4.914992E+00
+6.359200E+00,+4.876633E+00,+4.878141E+00
+6.363100E+00,+4.847320E+00,+4.878141E+00
+6.367000E+00,+4.836432E+00,+4.878141E+00
+6.370900E+00,+4.865745E+00,+4.856365E+00
+6.374800E+00,+4.867420E+00,+4.878141E+00
+6.378700E+00,+4.836432E+00,+4.841290E+00
+6.382600E+00,+4.845645E+00,+4.878141E+00
+6.386500E+00,+4.847320E+00,+4.878141E+00
+6.390400E+00,+4.836432E+00,+4.878141E+00
+6.394300E+00,+4.847320E+00,+4.819514E+00
+6.398200E+00,+4.836432E+00,+4.816164E+00
+6.402100E+00,+4.876633E+00,+4.841290E+00
+6.406000E+00,+4.836432E+00,+4.816164E+00
+6.409900E+00,+4.876633E+00,+4.856365E+00
+6.413800E+00,+4.836432E+00,+4.859715E+00
+6.417700E+00,+4.865745E+00,+1.360553E+00
+6.421600E+00,+4.845645E+00,+4.816164E+00
+6.425500E+00,+4.876633E+00,+4.797739E+00
+6.429400E+00,+4.845645E+00,+4.859715E+00
+6.433300E+00,+4.876633E+00,+4.878141E+00
+6.437200E+00,+4.876633E+00,+4.859715E+00
+6.441100E+00,+4.876633E+00,+4.878141E+00
+6.445000E+00,+4.876633E+00,+4.878141E+00
+6.448900E+00,+4.836432E+00,+4.899916E+00
+6.452800E+00,+4.845645E+00,+4.859715E+00
+6.456700E+00,+4.865745E+00,+4.856365E+00
+6.460600E+00,+4.845645E+00,+4.797739E+00
+6.464500E+00,+4.847320E+00,+4.878141E+00
+6.468400E+00,+4.876633E+00,+4.816164E+00
+6.472300E+00,+4.847320E+00,+4.819514E+00
+6.476200E+00,+4.836432E+00,+4.940117E+00
+6.480100E+00,+4.836432E+00,+4.819514E+00
+6.484000E+00,+4.827219E+00,+4.816164E+00
+6.487900E+00,+4.865745E+00,+4.878141E+00
+6.491800E+00,+4.836432E+00,+3.772613E+00
+6.495700E+00,+4.847320E+00,+4.878141E+00
+6.499600E+00,+4.867420E+00,+4.940117E+00
+6.503500E+00,+4.836432E+00,+4.856365E+00
+6.507400E+00,+4.867420E+00,+4.878141E+00
+6.511300E+00,+4.836432E+00,+3.571608E+00
+6.515200E+00,+4.845645E+00,+4.878141E+00
+6.519100E+00,+4.836432E+00,+4.797739E+00
+6.523000E+00,+4.867420E+00,+4.878141E+00
+6.526900E+00,+4.847320E+00,+4.936767E+00
+6.530800E+00,+4.854858E+00,+4.816164E+00
+6.534700E+00,+4.876633E+00,+4.936767E+00
+6.538600E+00,+4.867420E+00,+4.878141E+00
+6.542500E+00,+4.836432E+00,+4.936767E+00
+6.546400E+00,+4.845645E+00,+4.878141E+00
+6.550300E+00,+4.836432E+00,+4.914992E+00
+6.554200E+00,+4.867420E+00,+4.896566E+00
+6.558100E+00,+4.865745E+00,+4.878141E+00
+6.562000E+00,+4.876633E+00,+4.878141E+00
+6.565900E+00,+4.836432E+00,+4.899916E+00
+6.569800E+00,+4.845645E+00,+4.797739E+00
+6.573700E+00,+4.836432E+00,+4.856365E+00
+6.577600E+00,+4.876633E+00,+4.878141E+00
+6.581500E+00,+4.865745E+00,+4.878141E+00
+6.585400E+00,+4.836432E+00,+1.141122E+00
+6.589300E+00,+4.865745E+00,+4.856365E+00
+6.593200E+00,+4.845645E+00,+4.816164E+00
+6.597100E+00,+4.847320E+00,+4.899916E+00
+6.601000E+00,+4.836432E+00,+4.896566E+00
+6.604900E+00,+4.876633E+00,+4.797739E+00
+6.608800E+00,+4.876633E+00,+4.878141E+00
+6.612700E+00,+4.865745E+00,+4.856365E+00
+6.616600E+00,+4.876633E+00,+4.940117E+00
+6.620500E+00,+4.865745E+00,+4.899916E+00
+6.624400E+00,+4.876633E+00,+4.878141E+00
+6.628300E+00,+4.836432E+00,+4.878141E+00
+6.632200E+00,+4.845645E+00,+4.797739E+00
+6.636100E+00,+4.876633E+00,+4.878141E+00
+6.640000E+00,+4.867420E+00,+4.921692E+00
+6.643900E+00,+4.847320E+00,+4.878141E+00
